UrUn_Kodu,Kategori,CTR,CR,Add_To_Card,Stok,SatisAdet,Devir_Hizi,Resim_link,Urun_Ad,Urun_Tip,google_Trends_skoru,Z_CTR,Z_CR,Z_Add_To_Card,Z_Devir_Hizi,Z_ortalama,Trend_Skoru
S58227Z8GBV,TISORT-KADIN,0.0215493106944507,0.059691011235955,0.2893258426966292,114.25,85,0.7439824945295405,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7627804/V1/L_20251-S58227Z8-GBV-83-60-94-179_A.jpg,Bisiklet Yaka kadin tisort,tisort,72,-0.33386647775268563,0.6109203519031798,3.0118859086122787,-0.2155866324150776,0.7683382875869238,0.7538368013108466
S58227Z8GZ7,TISORT-KADIN,0.0316320130646249,0.0557426112981668,0.2723531612420501,120.0,149,1.2416666666666667,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7627804/V1/L_20251-S58227Z8-GZ7-83-60-94-179_A.jpg,Bisiklet Yaka kadin tisort,tisort,21,-0.16001073703207583,0.5124847700114424,2.6979861705634676,0.28653493401611957,0.8342487843897385,0.6469741490728169
S58227Z8R0H,TISORT-KADIN,0.0289018331334589,0.0497925311203319,0.2240663900414937,82.75,84,1.0151057401812689,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7627804/V1/L_20251-S58227Z8-R0H-83-60-94-179_A.jpg,Bisiklet Yaka kadin tisort,tisort,49,-0.20708714936747322,0.3641463002930568,1.8049508024255574,0.05795397109249494,0.504990981110909,0.5004936867776363
S5AH10Z8FYX,TISORT-KADIN,0.0246622907153729,0.0407425265188042,0.1863548698167791,147.85,169,1.1430503889076769,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7652726/V1/L_20251-S5AH10Z8-FYX-83-60-89-179_A.jpg,Polo Yaka kadin tisort,tisort,57,-0.2801894547169915,0.13852516689457214,1.1074984669393073,0.18703938515965612,0.28821839106913605,0.3727528737483952
S5AH10Z8QXE,TISORT-KADIN,0.0160925858067668,0.0374762808349146,0.1665085388994307,134.95,79,0.5854020007410152,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7652726/V1/L_20251-S5AH10Z8-QXE-83-60-94-179_A.jpg,Polo Yaka kadin tisort,tisort,21,-0.4279566246624253,0.05709603115328415,0.7404522761027417,-0.3755810433375684,-0.0014973401859919716,0.06195186186980562
S5BV84Z8CRK,SAPKA-KADIN,0.0489292298964685,0.0434782608695652,0.1391304347826087,4.375,15,3.4285714285714284,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7695763/V2/L_20251-S5BV84Z8-CRK_A.jpg,kadin Bucket sapka,Bucket sapka,83,0.13824466457542114,0.2067283902157703,0.2341103799479113,2.492938324278865,0.768005439754492,0.7866038078281443
S5CG69Z8DJQ,TERLIK VE SANDALET-KADIN,0.0106971540666043,0.0343839541547277,0.1031518624641833,31.4,24,0.7643312101910829,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7705702/V2/L_20251-S5CG69Z8-DJQ_A.jpg,Deri Gorunumlu cift Bantlı kadin Terlik,Terlik,79,-0.5209898956303587,-0.019997216987646955,-0.43129210559022346,-0.19505648587864832,-0.29183392602171937,0.03271625178479645
S5CG69Z8MA6,TERLIK VE SANDALET-KADIN,0.0216994894237782,0.0336134453781512,0.1920768307322929,15.7,28,1.78343949044586,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7705702/V1/L_20251-S5CG69Z8-MA6_A.jpg,Deri Gorunumlu cift Bantlı kadin Terlik,Terlik,40,-0.3312769503354183,-0.039206385504017,1.2133227609562516,0.8331382502471767,0.41899441884099825,0.41329609318869875
S5CG69Z8S3B,TERLIK VE SANDALET-KADIN,0.0161223375204806,0.02710027100271,0.1029810298102981,22.2,20,0.9009009009009008,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7705702/V1/L_20251-S5CG69Z8-S3B_A.jpg,Deri Gorunumlu cift Bantlı kadin Terlik,Terlik,52,-0.4274436167370182,-0.2015830747226001,-0.43445155481739794,-0.05726912822214716,-0.28018684362479085,-0.04013079053735358
S5CG84Z8HUC,TERLIK VE SANDALET-KADIN,0.0175041956444741,0.0361195158850226,0.1809757942511346,95.6,191,1.997907949790795,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7705757/V1/L_20251-S5CG84Z8-HUC_A.jpg,Duz Parmak Arası kadin Plaj Terliği,Plaj terligi,95,-0.4036162777065266,0.02327120351747305,1.0080156353361123,1.0495189285675892,0.419297372428662,0.5785081607000633
S5CG84Z8MA6,TERLIK VE SANDALET-KADIN,0.0116833260901057,0.0297582145071295,0.1556106633601983,63.75,48,0.7529411764705882,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7705757/V1/L_20251-S5CG84Z8-MA6_A.jpg,Duz Parmak Arası kadin Plaj Terliği,Plaj terligi,77,-0.5039853604046682,-0.13531921604179498,0.5389024923394529,-0.20654807410593704,-0.07673753955323684,0.1772837223127342
S5CG84Z8PX2,TERLIK VE SANDALET-KADIN,0.0088135252425395,0.0370722433460076,0.1682509505703422,44.05,39,0.8853575482406357,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7705757/V1/L_20251-S5CG84Z8-PX2_A.jpg,Duz Parmak Arası kadin Plaj Terliği,Plaj terligi,41,-0.5534692520992355,0.04702317481824019,0.7726771527986245,-0.0729510667331722,0.04832000219611424,0.15682400153727993
S5CG84Z8VL2,TERLIK VE SANDALET-KADIN,0.01282176431891,0.033101621979477,0.1671631909963588,74.8,100,1.3368983957219251,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7705757/V1/L_20251-S5CG84Z8-VL2_A.jpg,Duz Parmak Arası kadin Plaj Terliği,Plaj terligi,68,-0.48435530347480066,-0.05196639838724182,0.7525596807157817,0.38261575724552005,0.1497134340248148,0.30879940381737037
S5CK40Z8Q57,TERLIK VE SANDALET-KADIN,0.0409608156119664,0.0207416719044626,0.0974230043997485,15.0,33,2.2,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7709630/V2/L_20251-S5CK40Z8-Q57_A.jpg,kadin Taslı Parmak Arası Terlik,Parmak Arası Terlik,78,0.0008455311943903089,-0.3601061251010481,-0.5372439583105687,1.2534128486386078,0.0892270741053453,0.2964589518737417
S5CK40Z8VF7,TERLIK VE SANDALET-KADIN,0.0364348807863452,0.0204156033539919,0.1115566897557418,41.05,56,1.364190012180268,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7709630/V2/L_20251-S5CK40Z8-VF7_A.jpg,kadin Taslı Parmak Arası Terlik,Parmak Arası Terlik,61,-0.0771950300235228,-0.368235176870854,-0.2758497795072151,0.4101507080711749,-0.07778231958260427,0.128552376292177
S5CY17Z8E6T,BABET-KADIN,0.0878211425679497,0.0111864406779661,0.083728813559322,15.31578947368421,33,2.154639175257732,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7720279/V1/L_20251-S5CY17Z8-E6T_A.jpg,Deri Gorunumlu kadin Babet ayakkabi,Babet,79,0.8088567720539853,-0.5983228105205018,-0.790509945132031,1.207647582935275,0.1569178998341819,0.3468425298839273
S5CY17Z8ETY,BABET-KADIN,0.1110234840518752,0.0061168113654301,0.0716258879242304,17.0,31,1.8235294117647056,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7720279/V1/L_20251-S5CY17Z8-ETY_A.jpg,Deri Gorunumlu kadin Babet ayakkabi,Babet,99,1.2089340645339284,-0.7247112005563997,-1.0143464200370924,0.8735856167050673,0.08586551516137589,0.3571058606129631
S5CY17Z8R9Y,BABET-KADIN,0.0580306898350215,0.0122989593188268,0.1149479659413434,23.9,26,1.087866108786611,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7720279/V1/L_20251-S5CY17Z8-R9Y_A.jpg,Deri Gorunumlu kadin Babet ayakkabi,Babet,34,0.2951808708782904,-0.5705871653214308,-0.21313012562339614,0.131363077316109,-0.08929333568760689,0.039494665018675185
S5DA20Z8E6T,TERLIK VE SANDALET-KADIN,0.0034383954154727,0.1666666666666666,0.1666666666666666,11.0,1,0.0909090909090909,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7720613/V1/L_20251-S5DA20Z8-E6T_A.jpg,Tek Bantlı kadin Terlik,Terlik,81,-0.646152457776167,3.2778768549140853,0.7433767559409111,-0.8744828938981566,0.6251545647951682,0.6806081953566177
S5DF75Z8H2T,ESOFMAN ALTI-KADIN,0.0355599135515888,0.0388294879009566,0.1778277996623523,127.9,69,0.5394839718530101,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7725773/V1/L_20251-S5DF75Z8-H2T-83-60-89-179_A.jpg,Beli Lastikli kadin Esofman Altı,esofman alti,81,-0.0922820643442839,0.09083215896825719,0.9497953311701346,-0.42190848126606534,0.13160923613201064,0.3351264652924074
S5DN18Z8GRD,SORT-KADIN,0.0253416856492027,0.0449438202247191,0.1123595505617977,23.15,4,0.1727861771058315,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7730495/V1/L_20251-S5DN18Z8-GRD-85-62-92-180_A.jpg,Beli Lastikli kadin Jean sort,Jean sort,66,-0.26847466783483454,0.24326551669598853,-0.261001342188396,-0.7918757846557877,-0.26952156949575745,0.009334901352969799
S5DN23Z8KJS,SORT-KADIN,0.0283931832014607,0.0353697749196141,0.1586280814576634,39.25,33,0.8407643312101911,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7730514/V1/L_20251-S5DN23Z8-KJS-78-60-87-175_A.jpg,Bermuda Fit kadin Jean sort,Jean sort,81,-0.2158577851998494,0.004579786902923991,0.594707861273806,-0.11794188066921148,0.0663719955769173,0.2894603969038421
S5EA00Z8VYD,SORT-KADIN,0.0201740506329113,0.0392156862745098,0.0980392156862745,33.9,2,0.0589970501474926,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7739343/V1/L_20251-S5EA00Z8-VYD-83-60-86-172_A.jpg,Standart Fit kadin Jean sort,Jean sort,70,-0.35758004658614445,0.100460277250431,-0.5258474938249266,-0.9066794651220753,-0.4224116820706788,-0.08568817744947513
S5ED77Z8LQV,KAPRI-KADIN,0.132098822019526,0.053088133240805,0.2199861207494795,17.529411764705884,153,8.728187919463087,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7743246/V1/L_20251-S5ED77Z8-LQV-87-60-90-175_A.jpg,Beli Lastikli Cicekli kadin Kapri,Kapri,74,1.5723354978780144,0.4463073066560892,1.7294886272024246,7.839806645335153,2.89698451926792,2.249889163487544
S5ED77Z8LRK,KAPRI-KADIN,0.0577560339204174,0.0329794443189518,0.1599277162864242,89.8,146,1.6258351893095768,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7743246/V1/L_20251-S5ED77Z8-LRK-87-60-90-175_A.jpg,Beli Lastikli Cicekli kadin Kapri,Kapri,83,0.29044498701266686,-0.05501234846764479,0.6187438412925707,0.6741287357934195,0.38207630390775305,0.5164534127354271
S5ED77Z8LS5,KAPRI-KADIN,0.043777417769445,0.0424116424116424,0.162993762993763,56.55,102,1.8037135278514589,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7743246/V1/L_20251-S5ED77Z8-LS5-87-60-90-175_A.jpg,Beli Lastikli Cicekli kadin Kapri,Kapri,22,0.04941211943885214,0.18013705949537895,0.6754485676998064,0.8535930526899981,0.43964769983100893,0.37375338988170625
S5ED77Z8SWC,KAPRI-KADIN,0.0648440750778781,0.0341657995143947,0.1538328130419701,106.4,197,1.851503759398496,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7743246/V1/L_20251-S5ED77Z8-SWC-87-60-90-175_A.jpg,Beli Lastikli Cicekli kadin Kapri,Kapri,70,0.4126638724311012,-0.025435921096124598,0.5060221987526512,0.9018093859952416,0.44876488402071735,0.5241354188145021
S5EH28Z8JM6,CORAP-KADIN,0.0219888820259419,0.0880149812734082,0.3764044943820224,29.5,47,1.5932203389830508,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7748883/V1/L_20251-S5EH28Z8-JM6_A.jpg,Kendinden Desenli kadin Babet corap 3'lü,Babet Çorap,26,-0.3262869621991955,1.3170510671423918,4.622354238371339,0.6412230886948774,1.5635853580023533,1.1725097506016473
S5EH29Z8FDU,CORAP-KADIN,0.0179833012202954,0.1160714285714285,0.3839285714285714,19.1,13,0.6806282722513088,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7748886/V1/L_20251-S5EH29Z8-FDU_A.jpg,Baskili kadin Babet corap 5'li Paket,Babet Çorap,40,-0.3953550743396412,2.016512306912991,4.761507607878172,-0.27950572631306664,1.5257897785346137,1.1880528449742296
S5EM81Z8GQF,TISORT-KADIN,0.0230388878272501,0.039917055469155,0.1747019180922757,61.8,77,1.2459546925566345,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7753799/V1/L_20251-S5EM81Z8-GQF-83-60-94-179_A.jpg,V Yaka kadin tisort,tisort,92,-0.3081817430183361,0.11794576146774498,0.8919839942494192,0.29086119230864754,0.24815230125186888,0.44970661087630825
S5EP50Z8EEW,KEMER-KADIN,0.0373180414644905,0.0614657210401891,0.1773049645390071,31.8,26,0.8176100628930817,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7755695/V1/L_20251-S5EP50Z8-EEW_A.jpg,Deri Gorunumlu kadin Kemer 2'li,Kemer,58,-0.06196671639914533,0.6551647534383027,0.9401258037769543,-0.14130259440666154,0.34800531160236253,0.41760371812165376
S5FE23Z8LQY,TUNIK-KADIN,0.0214749552818651,0.0138424821002386,0.0973747016706444,92.95,58,0.6239913932221625,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7767343/V1/L_20251-S5FE23Z8-LQY-84-65-90-178_A.jpg,Desenli kadin Gomlek Tunik,Gomlek Tunik,37,-0.3351485859472006,-0.5321063716973342,-0.5381372888107256,-0.3366475845597733,-0.43550995775375845,-0.1938569704276309
S5FH73Z8R40,TUNIK-KADIN,0.02583723829586,0.0124792013311148,0.1123128119800332,48.75,75,1.5384615384615383,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7770633/V1/L_20251-S5FH73Z8-R40-84-61-88-176_A.jpg,Modal Karışımlı kadin Gomlek Tunik,Gomlek Tunik,23,-0.2599298681087691,-0.5660936419599535,-0.2618657447055768,0.585976054063084,-0.12547830017780384,-0.018834810124462684
S5FK17Z8507,ELBISE-KADIN,0.0066883796673258,0.0260869565217391,0.1913043478260869,13.55,3,0.2214022140221402,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7772849/V1/L_20251-S5FK17Z8-507-78-60-89-177_A.jpg,Kare Yaka Askili Mini Jean Elbise,Jean Elbise,79,-0.5901130748119673,-0.2268455106828159,1.1990361449872808,-0.7428262830305524,-0.09018718088451369,0.1738689733808404
S5FM22Z8FUX,PIJAMA-KADIN,0.0178549439724171,0.0758620689655172,0.1586206896551724,26.05,11,0.4222648752399232,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7775342/V1/L_20251-S5FM22Z8-FUX_A.jpg,V Yaka Dantel Detayli kadin Pijama Ustü,Pijama Ust,33,-0.39756833459343516,1.0140728953372742,0.5945711542442276,-0.5401727132874846,0.1677257504251455,0.21640802529760184
S5FP46Z8G1Y,TISORT-KADIN,0.0256905326613301,0.0490455354137616,0.2032985526758667,453.5,1020,2.249173098125689,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7778834/V1/L_20251-S5FP46Z8-G1Y-83-60-89-179_A.jpg,V Yaka kadin tisort,tisort,28,-0.2624595090544874,0.3455233243520565,1.420861893059274,1.303024378278218,0.7017375216587654,0.5752162651611357
S5G779Z8FDU,CORAP-KADIN,0.021810971579643,0.1212121212121212,0.106060606060606,15.95,8,0.5015673981191223,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7794205/V1/L_20251-S5G779Z8-FDU_A.jpg,Baskili kadin Sneaker corap 5'li,Sneaker Çorap,72,-0.32935466679739195,2.1446723412018733,-0.3774966074886606,-0.46016312238757967,0.2444144861320603,0.38709014029244215
S5GC35Z8FUA,ATLET-KADIN,0.0283592167454422,0.0275974025974025,0.1374458874458874,92.1,51,0.5537459283387622,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7798127/V1/L_20251-S5GC35Z8-FUA-78-60-89-177_A.jpg,Bisiklet Yaka Dokulu kadin Atlet,Atlet,21,-0.2164434678029796,-0.18918933584828135,0.20295567000165368,-0.4075193639665377,-0.15254912440403626,-0.04378438708282538
S5GI13Z8H6J,BLUZ-KADIN,0.0463965119261349,0.0187949143173023,0.1083471531232725,37.2,34,0.913978494623656,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7806240/V1/L_20251-S5GI13Z8-H6J-78-60-89-177_A.jpg,U Yaka Büzgülü Bluz,Bluz,79,0.09457308302886201,-0.40863976376826616,-0.33520826749193877,-0.04407493356447306,-0.17333747044895398,0.1156637706857322
S5GI16Z8FPS,ATLET-KADIN,0.0142934196332254,0.0208392002252886,0.1241903689101661,63.9,74,1.158059467918623,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7806252/V1/L_20251-S5GI16Z8-FPS-78-58-89-179_A.jpg,U Yaka kadin Atlet,Atlet,90,-0.45897959412999484,-0.3576746953668026,-0.042197331143106136,0.20218228639218588,-0.16416733356192942,0.15508286650664943
S5GL10Z8LRL,BLUZ-KADIN,0.0207471665681903,0.033009708737864,0.1242718446601941,59.65,51,0.8549874266554904,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7810653/V1/L_20251-S5GL10Z8-LRL-87-60-90-175_A.jpg,Baglamali Yaka Cicekli kadin Bluz,Bluz,63,-0.34769782535332683,-0.054257841393088806,-0.040690485176571,-0.10359197089846962,-0.13655953070536406,0.09340832850624517
S5GL17Z8LT8,BLUZ-KADIN,0.0261423870928943,0.0249753532697995,0.1156753204074926,68.05,76,1.1168258633357826,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7810673/V1/L_20251-S5GL17Z8-LT8-87-60-90-175_A.jpg,Baglamali Yaka Etnik Desenli Bluz,Bluz,27,-0.25466819636733856,-0.2545583347790287,-0.1996781335499065,0.1605810394933077,-0.13708090630074152,-0.01495663441051906
S5GM16Z8H3Z,SORT-KADIN,0.0242510407602145,0.0481805929919137,0.2434299191374663,79.2,286,3.611111111111111,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7811712/V1/L_20251-S5GM16Z8-H3Z-78-60-89-177_A.jpg,Beli Lastikli Dokulu kadin sort,sort,66,-0.2872806256105092,0.3239598779081937,2.163067858189099,2.6771055461117204,1.219213164149626,1.051449214904738
S5GM87Z8CRP,PANTOLON-KADIN,0.0512790261168016,0.0213344488600711,0.1405563689604685,47.4,102,2.151898734177215,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7812324/V1/L_20251-S5GM87Z8-CRP-81-59-88-179_A.jpg,Beli Lastikli genis paca kadin Pantolon,Pantolon,54,0.17876213176129843,-0.34532789962320504,0.2604821919743651,1.2048827078496307,0.3246997829905223,0.38928984809336564
S5GM87Z8CVL,PANTOLON-KADIN,0.0419244767970882,0.0211611502984264,0.1633206728160607,31.05,39,1.2560386473429952,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7812324/V2/L_20251-S5GM87Z8-CVL-80-63-91-180_A.jpg,Beli Lastikli genis paca kadin Pantolon,Pantolon,97,0.017461912695311017,-0.3496483192932685,0.6814945721487465,0.30103505649123946,0.1625858055105071,0.40481006385735496
S5GN61Z8311,JEAN-KADIN,0.0503784912555468,0.0621761658031088,0.1502590673575129,31.5,12,0.3809523809523809,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7813310/V1/L_20251-S5GN61Z8-311-83-62-92-176_A.jpg,Beli Lastikli Paperbag kadin Jean Pantolon,Jean Pantolon,55,0.16323423560804926,0.6728764961041465,0.4399278790538901,-0.5818535532783635,0.1735462643719306,0.2864823850603514
S5GN67Z8311,JEAN-KADIN,0.0461133069828722,0.0428571428571428,0.1892857142857142,29.9,12,0.4013377926421405,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7813375/V1/L_20251-S5GN67Z8-311-75-62-89-178_A.jpg,Beli Lastikli Wideleg kadin Jean Pantolon,Jean Pantolon,69,0.08968978851326438,0.1912436080408198,1.1617027076494473,-0.5612863835288169,0.22033743016867863,0.36123620111807503
S5GN68Z8309,JEAN-KADIN,0.0614312023151802,0.0235546038543897,0.1370449678800856,20.3,11,0.541871921182266,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7813378/V1/L_20251-S5GN68Z8-309-82-59-88-180_A.jpg,Beli Lastikli Cizgili Wideleg kadin Jean Pantolon,Jean Pantolon,23,0.353815807660368,-0.2899783270877489,0.19554089897560153,-0.4194992407780357,-0.040030215307453765,0.040978849284782376
S5GN83Z8507,JEAN-KADIN,0.0344601486230511,0.0422832980972515,0.1712473572938689,32.55,20,0.6144393241167435,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7813443/V1/L_20251-S5GN83Z8-507-81-61-90-179_A.jpg,Beli Lastikli Wideleg kadin Jean Pantolon,Jean Pantolon,21,-0.1112452786939471,0.17693737165508353,0.8280939287582632,-0.34628482072357575,0.13687530024895594,0.15881271017426915
S5GN85Z8311,JEAN-KADIN,0.0322265625,0.0416666666666666,0.1742424242424242,32.6,11,0.3374233128834356,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7813449/V1/L_20251-S5GN85Z8-311-82-59-88-180_A.jpg,Beli Lastikli Wideleg kadin Jean Pantolon,Jean Pantolon,25,-0.14975893858685682,0.1615644422054997,0.883485926369608,-0.625770730210498,0.06738017494443821,0.12216612246110674
S5GN86Z8LXJ,JEAN-KADIN,0.0292089996750646,0.0180684475306455,0.1300928222206476,146.25,255,1.7435897435897436,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7813471/V1/L_20251-S5GN86Z8-LXJ-85-62-92-180_A.jpg,Beli Lastikli Wideleg kadin Jean Pantolon,Jean Pantolon,73,-0.20179068571568293,-0.4267509434856989,0.06696506331788318,0.7929331996678975,0.057839158446099714,0.2594874109122698
S5GO38Z8EPW,PLAJ GIYIM-KADIN,0.0204267463036485,0.0080273270708795,0.0734415029888983,69.85,47,0.6728704366499643,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7814457/V1/L_20251-S5GO38Z8-EPW_A.jpg,V Yaka Parlak Gorunumlu kadin Mayo,Mayo,23,-0.35322282256028553,-0.6770810900958665,-0.9807676897273351,-0.28733273143467936,-0.5746010834545415,-0.33322075841817905
S5GP04Z8PRW,TISORT-KADIN,0.0193129926412844,0.0346385542168674,0.1626506024096385,75.4,23,0.3050397877984084,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7817531/V1/L_20251-S5GP04Z8-PRW-80-63-91-180_A.jpg,Bisiklet Yaka kadin tisort,tisort,73,-0.37242724423630263,-0.013649910316268268,0.6691020149907589,-0.6584429895520661,-0.09385453227846953,0.15330182740507134
